League_Name,Home_Team_Goal,Away_Team_Goal
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,3
Spain LIGA BBVA,7,3
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,3,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,3
Spain LIGA BBVA,5,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,4
Spain LIGA BBVA,1,3
Spain LIGA BBVA,0,2
Spain LIGA BBVA,5,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,7,0
Spain LIGA BBVA,0,3
Spain LIGA BBVA,1,2
Spain LIGA BBVA,4,0
Spain LIGA BBVA,4,0
Spain LIGA BBVA,1,4
Spain LIGA BBVA,4,3
Spain LIGA BBVA,0,5
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,3,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,5,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,3,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,5
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,3
Spain LIGA BBVA,0,1
Spain LIGA BBVA,4,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,3
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,5
Spain LIGA BBVA,2,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,5,1
Spain LIGA BBVA,6,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,5,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,5
Spain LIGA BBVA,0,0
Spain LIGA BBVA,4,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,4,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,5
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,4,0
Spain LIGA BBVA,2,4
Spain LIGA BBVA,2,3
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,4,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,3,2
Spain LIGA BBVA,2,3
Spain LIGA BBVA,5,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,4,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,4,1
Spain LIGA BBVA,1,4
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,2
Spain LIGA BBVA,0,3
Spain LIGA BBVA,0,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,6,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,4,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,3
Spain LIGA BBVA,2,3
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,3
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,7,0
Spain LIGA BBVA,4,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,3,4
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,4,3
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,3
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,3
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,3
Spain LIGA BBVA,1,2
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,3
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,5,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,4,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,4,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,4
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,4,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,4
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,3
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,3
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,4,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,3
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,4,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,4,3
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,3,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,4,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,5,0
Spain LIGA BBVA,3,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,3,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,4,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,4
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,4,1
Spain LIGA BBVA,4,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,3
Spain LIGA BBVA,0,1
Spain LIGA BBVA,4,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,4,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,3
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,4
Spain LIGA BBVA,2,3
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,5,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,5,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,4
Spain LIGA BBVA,2,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,5,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,4,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,5,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,5,2
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,4
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,4
Spain LIGA BBVA,1,1
Spain LIGA BBVA,5,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,3
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,4
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,3
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,4,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,6
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,4,1
Spain LIGA BBVA,1,3
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,2
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,5
Spain LIGA BBVA,4,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,5,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,4,3
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,3,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,4,2
Spain LIGA BBVA,1,3
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,4
Spain LIGA BBVA,1,0
Spain LIGA BBVA,4,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,6,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,3,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,4
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,4
Spain LIGA BBVA,0,1
Spain LIGA BBVA,9,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,3
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,3
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,4,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,3,0
Spain LIGA BBVA,6,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,4,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,4,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,4
Spain LIGA BBVA,4,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,6,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,3
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,8
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,3
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,3
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,3
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,4
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,4
Spain LIGA BBVA,3,0
Spain LIGA BBVA,7,3
Spain LIGA BBVA,3,2
Spain LIGA BBVA,2,3
Spain LIGA BBVA,2,3
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,3
Spain LIGA BBVA,1,3
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,8
Spain LIGA BBVA,0,2
Spain LIGA BBVA,4,2
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,5
Spain LIGA BBVA,2,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,5,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,6,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,4,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,3
Spain LIGA BBVA,5,0
Spain LIGA BBVA,3,3
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,5
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,3
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,2,3
Spain LIGA BBVA,3,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,3
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,3,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,5
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,4
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,3
Spain LIGA BBVA,0,1
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,4,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,2
Spain LIGA BBVA,0,3
Spain LIGA BBVA,2,1
Spain LIGA BBVA,4,1
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,1,2
Spain LIGA BBVA,10,2
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,3
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,3,1
Spain LIGA BBVA,1,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,4,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,4,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,1,2
Spain LIGA BBVA,0,4
Spain LIGA BBVA,0,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,5,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,1
Spain LIGA BBVA,4,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,0,2
Spain LIGA BBVA,2,1
Spain LIGA BBVA,3,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,0,3
Spain LIGA BBVA,1,0
Spain LIGA BBVA,2,0
Spain LIGA BBVA,1,2
Spain LIGA BBVA,3,1
Spain LIGA BBVA,5,0
Spain LIGA BBVA,0,0
Spain LIGA BBVA,1,1
Spain LIGA BBVA,4,3
Spain LIGA BBVA,0,3
Spain LIGA BBVA,2,1
Spain LIGA BBVA,6,0
Spain LIGA BBVA,5,1
Spain LIGA BBVA,3,1
Spain LIGA BBVA,0,0
Spain LIGA BBVA,5,1
Spain LIGA BBVA,1,1
Spain LIGA BBVA,2,2
Spain LIGA BBVA,3,0
Spain LIGA BBVA,3,2
